Дыхание Истока,P_вых,eta_mag,inflow_ratio,pressure_per_power,core_stability
0.3000000000000007,0.2966424201551134,0.5384981440944132,0.7226291558978168,0.023601062334131853,0.006965538420760235
0.5,0.034202032853220266,0.16509759325888776,0.9477322702233977,0.8323818073183173,0.095660413423544
0.5199999999999996,0.5677537453634569,0.3708724167245995,0.706538941009093,0.01063197354048935,0.0020233981735313378
0.6400000000000006,0.07110169083289175,0.04800499564182284,0.9844138590041638,0.604840788332972,0.036204869448524635
0.28000000000000114,0.7140035647189171,0.2876974540903423,0.7038103760370014,0.00591024552705529,0.0008721823543189117
0.4200000000000017,0.3049761549207572,0.5204525798912151,0.7225777287609354,0.02430134885529718,0.007018789104108477
0.33999999999999986,0.42410520737993157,0.4389758873221511,0.716379559777792,0.01599171389529206,0.0037103569684116475
0.5399999999999991,0.039934486246929024,0.24164489987274804,0.9058366916288421,0.45536567479628753,0.07239084849108458
0.10000000000000142,0.09022592610434027,0.7095482193295775,0.7572170612756572,0.07389064430431587,0.028039973745635428
0.8000000000000007,0.9859819837179054,0.16333010983935456,0.6933528888232914,0.0008394477450456954,5.002102190814492e-05
0.8000000000000007,0.06503203429837662,0.5331449289848883,0.8037136593603762,0.15573377726209098,0.04675189590708109
0.019999999999999574,0.09114119177224339,0.6981363250544343,0.7572226690635198,0.07411333473181535,0.027916430655862468
0.23999999999999844,0.2930777012380172,0.5462785253885666,0.7225796363848822,0.02328912130907411,0.006938979028120805
0.4400000000000013,0.567850089117973,0.36820891251271004,0.7064824426962701,0.010631915797151434,0.002009921753173452
0.16000000000000014,0.04060889252854177,0.23046253731018104,0.8962015591358679,0.44583508783454856,0.07441657858945934
0.14000000000000057,0.09591020762079089,0.672565228623095,0.7572396832173816,0.07530482923072271,0.028108062899156995
0.8999999999999986,0.04547425213160555,0.1883911896362612,0.9351268458284778,0.5636720596200379,0.07086069790978551
0.8200000000000003,0.07018642516498869,0.3581098535890579,0.8902152810223676,0.2060699312335053,0.03773862899451322
0.21999999999999886,0.07312490967773011,0.044169135469970394,0.9796256806615986,0.5707040970106639,0.036060051528075066
0.5199999999999996,0.9738426706488752,0.16092598189632654,0.6934718948004637,0.0005703888769252145,3.056819356324694e-05
0.6400000000000006,0.5620694638470061,0.3824655484192805,0.70647787990859,0.01037304186599737,0.0020438947102793094
0.5,0.7317308155498821,0.2791883531635013,0.703884830319442,0.006512568609504631,0.0008971412565716588
0.7800000000000011,0.5685244953995856,0.3790090415913201,0.7064374842037466,0.010644216542528506,0.0020671142029686437
0.10000000000000142,0.09764439520208101,0.6585810352622062,0.757274804149354,0.0757442839898597,0.028047771023302432
1.0,0.09181559805385614,0.766774531264871,0.7573163863611434,0.07438380609516101,0.02944454183021711
0.5,0.04634134592225059,0.7866912630314211,0.7266514469951311,0.1561357245834023,0.06538826189388527
0.8399999999999999,0.0493280023122501,0.12086006589214496,0.963857382832245,0.6998082718807696,0.06340131280905498
0.26000000000000156,0.022785297943060834,0.43704197201865425,0.8048099390064216,0.47400538653902563,0.13991637843007676
0.5599999999999987,0.5596126981068452,0.38316162286679833,0.7064339539321907,0.010263140559878078,0.0020305340476859538
0.7199999999999989,0.2951972638373717,0.5639683128163613,0.7226146173547505,0.02349106894163306,0.007147900418839947
0.5199999999999996,0.1749602582012621,0.6725652286230949,0.7369991606320312,0.036442344043057545,0.013990744106083867
0.120000000000001,0.17558649260561682,0.6441938392108021,0.7369925921960316,0.036508760875612584,0.01367403771889108
0.5199999999999996,0.1767426176598102,0.6620359536219552,0.7370119254457883,0.03667711398124353,0.013991183942084318
0.879999999999999,0.07856833180789052,0.376612897415762,0.8611382101313367,0.1722746665601126,0.03727236697121032
0.7199999999999989,0.5586010886844259,0.3902115037671544,0.7065214632342034,0.01022471607698814,0.0020575469348295744
0.3200000000000003,0.17751336769593912,0.6466985125798327,0.7370152702644894,0.03677141927314147,0.013832948403541377
0.7399999999999984,0.17910303964545488,0.6646449775160429,0.7370347409003095,0.03699646117663684,0.014165990336398558
0.8599999999999994,0.7427621754419769,0.2791883531635013,0.7038344035451658,0.00688204875360026,0.0009385209322561826
0.9800000000000004,0.7275880341056891,0.2942711731697769,0.7038251987124653,0.006368101970545763,0.0009517062439414745
0.05999999999999872,0.09470591068933953,0.6761309193605327,0.7572360020460387,0.07500136847509639,0.02798247263181896
0.05999999999999872,0.07717134736740688,0.3033042906460629,0.8901500448824642,0.2080229968065752,0.03589969452511396
0.620000000000001,0.1774651958186811,0.6646449775160429,0.7370487429277937,0.03678260186645432,0.014070565168231497
