Дыхание Истока,P_вых,eta_mag,inflow_ratio,pressure_per_power,core_stability
0.965,13.081999999999999,15.620647773279352,0.9840551018593421,0.03731786076974863,2.2134108825297414e-07
0.975,7.634,7.9552577319587625,0.9953884139600874,0.6087719298245615,2.5921201458815134e-06
0.976,18.71,12.179526493799324,0.9832450045506118,0.0281543901888496,8.923962694953734e-08
0.982,8.4,5.551510791366906,0.9972352293417811,0.448,1.0028968845435325e-06
0.964,21.746,10.47206106870229,0.98310762893718,0.024818194683478425,5.846808175130756e-08
0.971,13.254999999999999,15.250197628458498,0.9840525126468628,0.037812656898991284,2.2276445803485227e-07
0.967,15.728,13.577595307917887,0.9837404521773772,0.03194138122915829,1.3433137077192837e-07
0.977,7.753,9.526666666666667,0.9932790887769332,0.3423865041512101,1.9701338448661415e-06
0.955,8.797,19.132066115702482,0.9857965061385878,0.072850588800371,7.846524398727051e-07
0.99,27.392,7.918973774230331,0.9825811237098419,0.021235359602581237,3.649203331772844e-08
0.99,8.274000000000001,15.510753768844221,0.9881374797821371,0.130677869732769,1.2848147456083905e-06
0.951,8.816,18.89779591836735,0.9857967884750195,0.07300793348460506,7.813501817665939e-07
0.962,13.008,15.780368098159508,0.9840526086903922,0.03709745496857211,2.206311661537444e-07
0.972,18.712,12.124848484848485,0.98324216001861,0.028154349389577837,8.887940754390346e-08
0.958,7.7669999999999995,9.29710843373494,0.9927939868093213,0.3356525496974935,2.0242808121343624e-06
0.957,8.915,18.372857142857146,0.9857976450900708,0.07384979870441856,7.86472436115053e-07
0.995,7.868,8.43344262295082,0.9947537661043347,0.4189117239910553,1.929233522800767e-06
0.991,8.381,11.917528957528956,0.9924925944523767,0.16624350378863015,1.043893672812905e-06
0.961,8.442,5.472765957446809,0.9969941579567276,0.42388029724844345,9.990259585970176e-07
0.976,27.14,7.869620396600567,0.982587115327884,0.021045252721382256,3.597206688167135e-08
0.982,18.592,12.417517241379311,0.9832419302950143,0.027971438801946205,8.978749129992377e-08
0.975,22.114,10.297381150959133,0.9831113775020217,0.025243773529767654,5.913522337319218e-08
0.989,18.726,12.34656,0.9832398964842788,0.02816304063382633,9.040813918961194e-08
0.955,8.951,18.08578125,0.985799413330748,0.07416030091633664,7.848608580321407e-07
1.0,8.83,20.306842105263158,0.9858015068787892,0.07319903838182873,8.221959912879946e-07
0.975,7.886,20.715704697986578,0.9842576129640973,0.1309618705991763,1.7829574645696548e-06
0.992,7.948,7.047123287671233,0.9962002682714028,0.515100453661698,1.7298470985113901e-06
0.963,7.397,13.537894736842105,0.9881926743955726,0.35555662372620656,3.7750646509539462e-06
0.978,18.541,12.43180667433832,0.9832397187449815,0.0278937866706785,8.943036605372014e-08
0.986,13.052,16.143514644351466,0.9840543698843689,0.037240143573707064,2.2621555259988378e-07
0.976,10.556000000000001,18.372857142857143,0.9847785913989248,0.046391027669373835,4.091220678617224e-07
0.956,10.569,17.79043227665706,0.9847782606965467,0.046437955306378904,4.0065663093371173e-07
0.976,10.593,18.15670588235294,0.984779234071589,0.04655690728174115,4.091338245046922e-07
0.994,8.555,12.297370517928288,0.9910286452734821,0.14236504027158356,1.0314306726657224e-06
0.986,18.52,12.57653084982538,0.9832441245935385,0.02786663737560074,9.015240988234238e-08
0.966,10.609,17.84184971098266,0.9847794024738538,0.046623539855677534,4.049042509139024e-07
0.987,10.642,18.210265486725664,0.9847803827659001,0.046782546004448776,4.1380633054032e-07
0.993,22.342999999999996,10.297381150959133,0.9831088386550013,0.025504834309327304,6.024128579812092e-08
0.999,22.028,10.607010309278351,0.9831083752174246,0.025141698833766664,6.059372398365095e-08
0.953,8.89,18.446055776892432,0.9857974597533914,0.07363538474281454,7.831154577593404e-07
0.953,8.526,10.792447552447554,0.9924893099952247,0.16762346649889903,9.947396790983168e-07
0.981,10.608,18.210265486725664,0.9847810877288145,0.046631441055713325,4.112556533985567e-07
0.971,8.128,5.75865671641791,0.9972279989380851,0.6029673590504451,1.432437367686532e-06
0.994,7.811,8.038124999999999,0.9953069408703681,0.49474284266531543,2.089408753940288e-06
0.992,10.704,18.050526315789472,0.9847799538936932,0.047057995990574336,4.159419950236989e-07
0.965,21.814,10.427837837837838,0.9831098316119049,0.02489904097486811,5.852852835883927e-08
0.962,13.203,15.220118343195265,0.9840551104813297,0.037664960717525627,2.2066602517654547e-07
1.0,8.969,19.291500000000003,0.9858055833004868,0.07438955610112136,8.223892964843547e-07
0.969,8.966000000000001,18.372857142857146,0.9858012526049845,0.07431043628166026,7.965449602372079e-07
0.999,13.144,16.143514644351466,0.9840530166319987,0.03750820420626088,2.292533201280057e-07
0.967,7.648000000000001,24.114375,0.9818383380923521,0.14108098136875116,2.2982983998683e-06
0.955,8.943,18.15670588235294,0.9857990980988403,0.07409156434856091,7.848519553394614e-07
0.991,13.315999999999999,15.464128256513025,0.9840528148854593,0.037999029763433494,2.274232177960989e-07
1.0,15.716,14.094246575342464,0.9837358291551429,0.03193867514245999,1.3908622072266096e-07
0.961,7.69,19.786153846153848,0.9850140039653948,0.16208582750189698,2.1761883405992733e-06
0.972,13.06,15.84517453798768,0.9840537698884366,0.03725489077413723,2.2296386159428147e-07
0.983,22.321,10.212208436724564,0.9831086018548976,0.025478557649502895,5.963149833236691e-08
0.972,27.308,7.781445378151261,0.9825878845918288,0.02117792309314936,3.5827206528373825e-08
0.999,22.22,10.45432684165961,0.9831117873403705,0.025366513006331352,6.059586930797526e-08
0.95,15.815,13.153295454545454,0.983735977209976,0.03210672058727993,1.3196381385333309e-07
